name,type,cy,by,ud
AAPG Bulletin,J,17,0,50
Environmental Geosciences,J,5,0,14
Understanding Exploring and Developing Tight-Gas Sands---2005 Vail Hedberg Conference,B,15,0,15
Nordic Pulp and Paper Research Journal,J,32,0,0
SCRIPT-ed,J,16,0,0
Learned Publishing,J,11,0,11
ASME 2006 Frontiers in Biomedical Devices Conference,C,0,0,22
Adaptive Structures and Materials Systems,C,0,46,0
Advanced Energy Systems,C,64,246,0
Advances in Bioengineering,C,0,384,0
Advances in Bioengineering Biomedical and Safety Systems,C,22,0,0
Advances in Heat and Mass Transfer in Biotechnology,C,0,18,0
Aerospace,C,79,178,0
Applied Mechanics,C,83,147,0
Applied Mechanics Reviews,J,3,0,0
Applied Mechanics and Biomedical Technology,C,0,69,0
Computers and Information in Engineering,C,0,51,0
D_5th International Symposium on Fluid Structure International Aeroeslasticity and Flow Induced Vibration and Noise,C,0,146,0
D_Advances in Bioengineering,C,0,175,0
D_Electronic and Photonic Packaging Electrical Systems Design and Photonics and Nanotechnology,C,0,73,0
D_Energy Conversion,C,0,14,0
D_Fluids Engineering,C,0,90,0
D_Innovations and Applied Research in Mechanical Engineering Technology,C,0,14,0
D_Manufacturing,C,0,70,0
D_Microelectromechanical Systems,C,0,93,0
D_Noise Control and Acoustics,C,0,23,0
D_Nondestructive Evaluation,C,0,19,0
D_Process Industries,C,0,16,0
D_Rail Transportation,C,0,22,0
D_Recent Advances in Solids and Structures,C,0,28,0
D_Safety Engineering and Risk Analysis,C,0,18,0
D_Textile Engineering,C,0,14,0
D_Transportation Making Tracks for Tomorrow???s Transportation,C,0,31,0
D_Volume 1 20th Biennial Conference on Mechanical Vibration and Noise Parts A B and C,C,0,310,0
D_Volume 1 32nd Design Automation Conference Parts A and B,C,118,0,0
D_Volume 2 30th Annual Mechanisms and Robotics Conference Parts A and B,C,135,0,0
D_Volume 2 31st Design Automation Conference Parts A and B,C,0,128,0
D_Volume 3 25th Computers and Information in Engineering Conference Parts A and B,C,0,123,0
D_Volume 3 26th Computers and Information in Engineering Conference,C,93,0,0
D_Volume 4a 18th International Conference on Design Theory and Methodology,C,49,0,0
D_Volume 4a ASME/IEEE Conference on Mechatronic and Embedded Systems and Applications,C,0,30,0
D_Volume 4b 11th Design for Manufacturing and the Lifecycle Conference,C,25,0,0
D_Volume 4b Design for Manufacturing and the Life Cycle Conference,C,0,30,0
D_Volume 4c 18th Reliability Stress Analysis and Failure Prevention Conference,C,0,19,0
D_Volume 4c 3rd Symposium on International Design and Design Education,C,24,0,0
D_Volume 5a 17th International Conference on Design Theory and Methodology,C,0,51,0
D_Volume 5b Power Transmission and Gearing Conference,C,0,42,0
D_Volume 6 5th International Conference on Multibody Systems Nonlinear Dynamics and Control Parts A B and C,C,0,268,0
Design Engineering,C,0,200,0
Design Engineering Parts A and B,C,0,139,0
Design Engineering Volumes 1 and 2,C,0,126,0
Design Engineering and Computers and Information in Engineering Parts A and B,C,137,0,0
Dynamic Systems and Control,C,0,132,0
Dynamic Systems and Control Parts A and B,C,188,400,0
Dynamic Systems and Control Volumes 1 and 2,C,0,171,0
Electronic and Photonic Packaging Electrical Systems Design and Photonics and Nanotechnology,C,68,152,0
Electronic and Photonic Packaging Electrical Systems and Photonic Design and Nanotechnology,C,0,107,0
Energy Conversion and Resources,C,44,56,0
Energy Conversion and Resources Fuels and Combustion Technologies Energy Nuclear Engineering,C,0,28,0
Energy Conversion and Resources Fuels and Combustion Technology Energy Nuclear Engineering and Solar Engineering,C,0,25,0
Engineering Technology Management Engineering Business Management Safety Engineering and Risk Analysis Technology and Society,C,26,0,0
Engineering/Technology Management,C,0,52,0
Engineering/Technology Management Safety Engineering and Risk Analysis Technology and Society Engineering Business Management,C,0,29,0
Engineering/Technology Management Safety Engineering and Risk Analysis Technology and Society Engineering Business Management and Homeland Security,C,0,27,0
